time,pressure_GS_5,temperature_GS_5,void_GS_5
0.553,138434.78933035,410.1571021581,1.0069
0.554,153426.18457748,409.88100569147,1.0069
0.555,153363.44161706,409.64771971424,1.0069
0.556,158630.17047476,409.51990076457,1.0069
0.557,168292.09626519,409.1830166041,1.0069
0.558,168229.35096752,408.77701934187,1.0069
0.559,168166.60174149,407.99372790947,1.0069
0.56,168103.86506278,406.64284926878,1.0069
0.561,168041.12385502,405.73887295209,1.0069
0.562,167978.37915805,405.50800686227,1.0069
0.563,167915.64081879,405.31688706404,1.0069
0.564,167852.89611313,405.12259216258,1.0069
0.565,167790.1514901,404.99478605418,1.0069
0.566,152673.26923851,404.74885309424,1.0069
0.567,152610.52629672,404.60935834139,1.0069
0.568,152547.7855041,404.35176251954,1.0069
0.569,152485.04082594,404.22398079235,1.0069
0.57,137367.46981911,404.03484205354,1.0069
0.571,137304.72683924,403.83855039967,1.0069
0.572,137241.98543993,403.35278609623,1.0069
0.573,136646.16249,402.81676758122,1.0069
0.574,122063.04933116,402.27462710448,1.0069
0.575,106946.8576793,401.58943990261,1.0069
0.576,78622.775695291,401.20870408069,1.0069
0.577,61658.945669807,400.86507315927,1.0069
0.578,55063.348583282,400.52666161637,1.0069
0.579,46479.326889718,400.34982581556,1.0069
0.58,31362.445756679,400.22205708986,1.0069
0.581,31299.702813312,399.83463407185,1.0069
0.582,31236.959869945,399.57703831808,1.0069
0.583,31174.216926579,399.27666692018,1.0069
0.584,31111.473983212,398.74060327787,1.0069
0.585,31048.731039845,398.20461276791,1.0069
0.586,30985.988096479,397.79858814644,1.0069
0.587,30923.245679843,397.63995695795,1.0069
0.588,30860.502209745,397.2525761928,1.0069
0.589,15744.310556706,397.10054733407,1.0069
0.59,15681.562935568,396.69448467572,1.0069
0.591,15618.824669973,396.41850485064,1.0069
0.592,15556.075452939,396.22213954483,1.0069
0.593,15493.338783239,395.99650374552,1.0069
0.594,15430.594871071,395.72050484351,1.0069
0.595,15367.852896506,395.57450162474,1.0069
0.596,15305.106162115,395.29845856498,1.0069
0.597,15242.367009772,395.06388148837,1.0069
0.598,15179.624407568,394.93609270596,1.0069
0.599,15116.881123039,394.73046436493,1.0069
0.6,7559.7379216358,394.68048035941,1.0069

