0.000905,7.94E-03
0.0011293,8.82E-03
0.0013536,9.70E-03
0.0013552,0.0106
0.0015795,0.0115
0.001581,0.0123
0.0015826,0.0132
0.0018069,0.0141
0.0018084,0.015
0.00181,0.0159
0.0020343,0.0168
0.0020359,0.0176
0.0020374,0.0185
0.0022617,0.0194
0.0022633,0.0203
0.0022649,0.0212
0.0024892,0.022
0.0024907,0.0229
0.0024923,0.0238
0.0027166,0.0247
0.0027182,0.0256
0.0027197,0.0264
0.002944,0.0273
0.0029456,0.0282
0.0031699,0.0291
0.0033942,0.03
0.0036185,0.0309
0.0038428,0.0317
0.004067,0.0326
0.0040686,0.0335
0.0042913,0.0335
0.0042929,0.0344
0.0045171,0.0352
0.0045188,0.0362
0.0047431,0.037
0.0049673,0.0379
0.0051916,0.0388
0.0051932,0.0397
0.0054175,0.0406
0.0054191,0.0415
0.0056434,0.0423
0.0056449,0.0432
0.0056465,0.0441
0.0056481,0.045
0.0056496,0.0459
0.0056512,0.0467
0.0056528,0.0476
0.0056543,0.0485
0.0056559,0.0493
0.0056575,0.0503
0.005659,0.0511
0.0056606,0.052
0.0056622,0.0529
0.0056638,0.0538
0.0056653,0.0547
0.0056669,0.0555
0.0056684,0.0564
0.00567,0.0573
0.0056716,0.0582
0.0056732,0.0591
0.0056747,0.0599
0.0056763,0.0608
0.0056779,0.0617
0.0056794,0.0626
0.0059037,0.0635
0.0059053,0.0643
0.0059069,0.0652
0.0061312,0.0661
0.0061327,0.067
0.0061343,0.0679
0.0063586,0.0688
0.0063602,0.0695
0.0063617,0.0705
0.0065859,0.0714
0.0065876,0.0723
0.0065891,0.0732
0.0065907,0.074
0.0065923,0.0749
0.0065939,0.0758
0.0065954,0.0767
0.006597,0.0776
0.0065986,0.0784
0.0068229,0.0793
0.0068244,0.0802
0.006826,0.0811
0.0068276,0.082
0.0068291,0.0828
0.0068307,0.0836
0.0068323,0.0846
0.0068338,0.0855
0.0068354,0.0864
0.006837,0.0872
0.0068385,0.0881
0.0068401,0.089
0.0068417,0.0899
0.007066,0.0908
0.0072903,0.0917
0.0072918,0.0925
0.0072934,0.0934
0.007295,0.0943
0.0072965,0.0952
0.0072981,0.0961
0.0072997,0.0969
0.0073012,0.0977
0.0073028,0.0987
0.0073044,0.0996
0.0073059,0.1005
0.0073075,0.1013
0.0073091,0.1022
0.0073106,0.1031
0.0075349,0.104
0.0075365,0.1049
0.0075381,0.1057
0.0077624,0.1066
0.0077639,0.1075
0.0077654,0.1084
0.0079898,0.1093
0.0079914,0.1102
0.0079929,0.111
0.0082172,0.1118
0.0082187,0.1128
0.0084431,0.1137
0.0084447,0.1146
0.0086689,0.1154
0.0088932,0.1163
0.0091175,0.1172
0.0093418,0.1181
0.0093434,0.119
0.0095676,0.1199
0.0095692,0.1207
0.009792,0.1207
0.0100163,0.1216
0.0102389,0.1216
0.0104633,0.1225
0.0106876,0.1234
0.0109119,0.1243
0.011136,0.1252
0.0113604,0.126
0.0115847,0.1269
0.011809,0.1278
0.0120333,0.1287
0.0122576,0.1296
0.0124819,0.1305
0.0127046,0.1305
0.0129289,0.1314
0.0131516,0.1314
0.0133744,0.1314
0.0135986,0.1322
0.0138214,0.1322
0.0140457,0.1331
0.01427,0.134
0.0144927,0.134
0.014717,0.1349
0.0149397,0.1349
0.0151623,0.1349
0.0153867,0.1358
0.0156094,0.1358
0.0158322,0.1358
0.0160564,0.1367
0.0162792,0.1367
0.0165019,0.1367
0.0167262,0.1376
